Test6. Start Pump Simulator Test 

Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7517 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7517 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7517 GB   
  71: ↑ 71 ↓ 53 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 52 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 51 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 50 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 49 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 48 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 47 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 46 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 45 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 44 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 43 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 42 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 41 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 40 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 39 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 38 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 37 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 36 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 35 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 34 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 33 , RAM cost:1.8809 GB   
  71: ↑ 71 ↓ 32 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 31 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 30 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 29 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 28 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 27 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 26 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 25 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 24 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 23 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 22 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 21 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 20 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 19 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 18 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 17 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 16 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 15 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 14 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 13 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 12 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 11 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓ 10 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓  9 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓  8 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓  7 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓  6 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓  5 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓  4 , RAM cost:1.7562 GB   
  71: ↑ 71 ↓  3 , RAM cost:1.7562 GB   slope: -0.08338, walltime: 43.155 sec, max_RAM_cost: 2.004 GB

Intial Slope = -0.08813
Starting svp pump_{95, 85, 9}

  76: ↑ 51   , RAM cost:1.8604 GB    
  76: ↑ 52   , RAM cost:1.8604 GB    
  76: ↑ 53   , RAM cost:1.8604 GB    
  76: ↑ 54   , RAM cost:1.8604 GB    
  76: ↑ 55   , RAM cost:1.8604 GB    
  76: ↑ 56   , RAM cost:1.8604 GB    
  76: ↑ 57   , RAM cost:1.8604 GB    
  76: ↑ 58   , RAM cost:1.8609 GB    
  76: ↑ 59   , RAM cost:1.8616 GB    
  76: ↑ 60   , RAM cost:1.8624 GB    
  76: ↑ 61   , RAM cost:1.8631 GB    
  76: ↑ 62   , RAM cost:1.8641 GB    
  76: ↑ 63   , RAM cost:1.8653 GB    
  76: ↑ 64   , RAM cost:1.8666 GB    
  76: ↑ 65   , RAM cost:1.9859 GB    
  76: ↑ 66   , RAM cost:1.9877 GB    
  76: ↑ 67   , RAM cost:1.9897 GB    
  76: ↑ 68   , RAM cost:1.9919 GB    
  76: ↑ 69   , RAM cost:1.9947 GB    
  76: ↑ 70   , RAM cost:1.9979 GB    
  76: ↑ 71   , RAM cost:2.0038 GB    
  76: ↑ 72   , RAM cost:2.0078 GB    
  76: ↑ 73   , RAM cost:2.0129 GB    
  76: ↑ 74   , RAM cost:2.0186 GB    
  76: ↑ 75   , RAM cost:2.0255 GB    
  76: ↑ 76   , RAM cost:2.0336 GB    
  76: ↑ 76 ↓ 75 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 74 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 73 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 72 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 71 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 70 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 69 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 68 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 67 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 66 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 65 , RAM cost:2.0423 GB   
  76: ↑ 76 ↓ 64 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 63 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 62 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 61 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 60 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 59 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 58 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 57 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 56 , RAM cost:1.9185 GB   
  76: ↑ 76 ↓ 55 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 54 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 53 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 52 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 51 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 50 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 49 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 48 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 47 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 46 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 45 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 44 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 43 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 42 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 41 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 40 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 39 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 38 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 37 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 36 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 35 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 34 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 33 , RAM cost:1.9186 GB   
  76: ↑ 76 ↓ 32 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 31 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 30 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 29 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 28 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 27 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 26 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 25 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 24 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 23 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 22 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 21 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 20 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 19 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 18 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 17 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 16 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 15 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 14 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 13 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 12 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 11 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓ 10 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓  9 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓  8 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓  7 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓  6 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓  5 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓  4 , RAM cost:1.7938 GB   
  76: ↑ 76 ↓  3 , RAM cost:1.7938 GB   slope: -0.08554, walltime: 54.422 sec, max_RAM_cost: 2.042 GB

Intial Slope = -0.08585
Starting svp pump_{95, 85, 9}

  76: ↑ 51   , RAM cost:1.8702 GB    
  76: ↑ 52   , RAM cost:1.8702 GB    
  76: ↑ 53   , RAM cost:1.8702 GB    
  76: ↑ 54   , RAM cost:1.8702 GB    
  76: ↑ 55   , RAM cost:1.8702 GB    
  76: ↑ 56   , RAM cost:1.8702 GB    
  76: ↑ 57   , RAM cost:1.8702 GB    
  76: ↑ 58   , RAM cost:1.8706 GB    
  76: ↑ 59   , RAM cost:1.8713 GB    
  76: ↑ 60   , RAM cost:1.8718 GB    
  76: ↑ 61   , RAM cost:1.8728 GB    
  76: ↑ 62   , RAM cost:1.8735 GB    
  76: ↑ 63   , RAM cost:1.8747 GB    
  76: ↑ 64   , RAM cost:1.8759 GB    
  76: ↑ 65   , RAM cost:1.9948 GB    
  76: ↑ 66   , RAM cost:1.9965 GB    
  76: ↑ 67   , RAM cost:1.9983 GB    
  76: ↑ 68   , RAM cost:2.0005 GB    
  76: ↑ 69   , RAM cost:2.0031 GB    
  76: ↑ 70   , RAM cost:2.0059 GB    
  76: ↑ 71   , RAM cost:2.0115 GB    
  76: ↑ 72   , RAM cost:2.0153 GB    
  76: ↑ 73   , RAM cost:2.0196 GB    
  76: ↑ 74   , RAM cost:2.0249 GB    
  76: ↑ 75   , RAM cost:2.0308 GB    
  76: ↑ 76   , RAM cost:2.0379 GB    
  76: ↑ 76 ↓ 75 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 74 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 73 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 72 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 71 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 70 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 69 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 68 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 67 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 66 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 65 , RAM cost:2.0469 GB   
  76: ↑ 76 ↓ 64 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 63 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 62 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 61 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 60 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 59 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 58 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 57 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 56 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 55 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 54 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 53 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 52 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 51 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 50 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 49 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 48 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 47 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 46 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 45 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 44 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 43 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 42 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 41 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 40 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 39 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 38 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 37 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 36 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 35 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 34 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 33 , RAM cost:1.9217 GB   
  76: ↑ 76 ↓ 32 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 31 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 30 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 29 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 28 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 27 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 26 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 25 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 24 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 23 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 22 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 21 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 20 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 19 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 18 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 17 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 16 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 15 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 14 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 13 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 12 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 11 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓ 10 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓  9 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓  8 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓  7 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓  6 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓  5 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓  4 , RAM cost:1.7968 GB   
  76: ↑ 76 ↓  3 , RAM cost:1.7968 GB   slope: -0.08348, walltime: 51.903 sec, max_RAM_cost: 2.047 GB

Intial Slope = -0.08721
Starting svp pump_{90, 90, 9}

  81: ↑ 51   , RAM cost:1.8817 GB    
  81: ↑ 52   , RAM cost:1.8817 GB    
  81: ↑ 53   , RAM cost:1.8817 GB    
  81: ↑ 54   , RAM cost:1.8817 GB    
  81: ↑ 55   , RAM cost:1.8817 GB    
  81: ↑ 56   , RAM cost:1.8817 GB    
  81: ↑ 57   , RAM cost:1.8817 GB    
  81: ↑ 58   , RAM cost:1.8820 GB    
  81: ↑ 59   , RAM cost:1.8827 GB    
  81: ↑ 60   , RAM cost:1.8834 GB    
  81: ↑ 61   , RAM cost:1.8841 GB    
  81: ↑ 62   , RAM cost:1.8851 GB    
  81: ↑ 63   , RAM cost:1.8862 GB    
  81: ↑ 64   , RAM cost:1.8874 GB    
  81: ↑ 65   , RAM cost:2.0064 GB    
  81: ↑ 66   , RAM cost:2.0081 GB    
  81: ↑ 67   , RAM cost:2.0100 GB    
  81: ↑ 68   , RAM cost:2.0120 GB    
  81: ↑ 69   , RAM cost:2.0146 GB    
  81: ↑ 70   , RAM cost:2.0175 GB    
  81: ↑ 71   , RAM cost:2.0231 GB    
  81: ↑ 72   , RAM cost:2.0269 GB    
  81: ↑ 73   , RAM cost:2.0316 GB    
  81: ↑ 74   , RAM cost:2.0367 GB    
  81: ↑ 75   , RAM cost:2.0427 GB    
  81: ↑ 76   , RAM cost:2.0495 GB    
  81: ↑ 77   , RAM cost:2.0575 GB    
  81: ↑ 78   , RAM cost:2.0667 GB    
  81: ↑ 79   , RAM cost:2.0772 GB    
  81: ↑ 80   , RAM cost:2.0897 GB    
  81: ↑ 81   , RAM cost:2.1048 GB    
  81: ↑ 81 ↓ 80 , RAM cost:2.1211 GB   
  81: ↑ 81 ↓ 79 , RAM cost:2.1211 GB   
  81: ↑ 81 ↓ 78 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 77 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 76 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 75 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 74 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 73 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 72 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 71 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 70 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 69 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 68 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 67 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 66 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 65 , RAM cost:2.1235 GB   
  81: ↑ 81 ↓ 64 , RAM cost:1.9984 GB   
  81: ↑ 81 ↓ 63 , RAM cost:1.9984 GB   
  81: ↑ 81 ↓ 62 , RAM cost:1.9984 GB   
  81: ↑ 81 ↓ 61 , RAM cost:1.9984 GB   
  81: ↑ 81 ↓ 60 , RAM cost:1.9984 GB   
  81: ↑ 81 ↓ 59 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 58 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 57 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 56 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 55 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 54 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 53 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 52 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 51 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 50 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 49 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 48 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 47 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 46 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 45 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 44 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 43 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 42 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 41 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 40 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 39 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 38 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 37 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 36 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 35 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 34 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 33 , RAM cost:1.9985 GB   
  81: ↑ 81 ↓ 32 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 31 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 30 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 29 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 28 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 27 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 26 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 25 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 24 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 23 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 22 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 21 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 20 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 19 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 18 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 17 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 16 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 15 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 14 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 13 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 12 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 11 , RAM cost:1.8734 GB   
  81: ↑ 81 ↓ 10 , RAM cost:1.8735 GB   
  81: ↑ 81 ↓  9 , RAM cost:1.8735 GB   
  81: ↑ 81 ↓  8 , RAM cost:1.8735 GB   
  81: ↑ 81 ↓  7 , RAM cost:1.8735 GB   
  81: ↑ 81 ↓  6 , RAM cost:1.8735 GB   
  81: ↑ 81 ↓  5 , RAM cost:1.8735 GB   
  81: ↑ 81 ↓  4 , RAM cost:1.8735 GB   
  81: ↑ 81 ↓  3 , RAM cost:1.8735 GB   slope: -0.08358, walltime: 65.611 sec, max_RAM_cost: 2.123 GB

Intial Slope = -0.08539
Starting svp pump_{90, 90, 9}

  81: ↑ 51   , RAM cost:1.8881 GB    
  81: ↑ 52   , RAM cost:1.8881 GB    
  81: ↑ 53   , RAM cost:1.8881 GB    
  81: ↑ 54   , RAM cost:1.8881 GB    
  81: ↑ 55   , RAM cost:1.8881 GB    
  81: ↑ 56   , RAM cost:1.8881 GB    
  81: ↑ 57   , RAM cost:1.8881 GB    
  81: ↑ 58   , RAM cost:1.8885 GB    
  81: ↑ 59   , RAM cost:1.8892 GB    
  81: ↑ 60   , RAM cost:1.8899 GB    
  81: ↑ 61   , RAM cost:1.8907 GB    
  81: ↑ 62   , RAM cost:1.8916 GB    
  81: ↑ 63   , RAM cost:1.8926 GB    
  81: ↑ 64   , RAM cost:1.8938 GB    
  81: ↑ 65   , RAM cost:2.0127 GB    
  81: ↑ 66   , RAM cost:2.0145 GB    
  81: ↑ 67   , RAM cost:2.0163 GB    
  81: ↑ 68   , RAM cost:2.0186 GB    
  81: ↑ 69   , RAM cost:2.0209 GB    
  81: ↑ 70   , RAM cost:2.0239 GB    
  81: ↑ 71   , RAM cost:2.0294 GB    
  81: ↑ 72   , RAM cost:2.0331 GB    
  81: ↑ 73   , RAM cost:2.0376 GB    
  81: ↑ 74   , RAM cost:2.0427 GB    
  81: ↑ 75   , RAM cost:2.0489 GB    
  81: ↑ 76   , RAM cost:2.0557 GB    
  81: ↑ 77   , RAM cost:2.0637 GB    
  81: ↑ 78   , RAM cost:2.0732 GB    
  81: ↑ 79   , RAM cost:2.0838 GB    
  81: ↑ 80   , RAM cost:2.0959 GB    
  81: ↑ 81   , RAM cost:2.1109 GB    
  81: ↑ 81 ↓ 80 , RAM cost:2.1273 GB   
  81: ↑ 81 ↓ 79 , RAM cost:2.1273 GB   
  81: ↑ 81 ↓ 78 , RAM cost:2.1273 GB   
  81: ↑ 81 ↓ 77 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 76 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 75 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 74 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 73 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 72 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 71 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 70 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 69 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 68 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 67 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 66 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 65 , RAM cost:2.1276 GB   
  81: ↑ 81 ↓ 64 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 63 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 62 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 61 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 60 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 59 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 58 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 57 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 56 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 55 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 54 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 53 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 52 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 51 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 50 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 49 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 48 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 47 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 46 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 45 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 44 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 43 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 42 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 41 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 40 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 39 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 38 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 37 , RAM cost:2.0026 GB   
  81: ↑ 81 ↓ 36 , RAM cost:2.0026 GB   
