Test6. Start Pump Simulator Test 

Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}

  45: ↑ 45   , RAM cost:1.7496 GB    
  45: ↑ 45 ↓ 44 , RAM cost:1.7496 GB   
  45: ↑ 45 ↓ 43 , RAM cost:1.7496 GB   
  45: ↑ 45 ↓ 42 , RAM cost:1.7498 GB   
  45: ↑ 45 ↓ 41 , RAM cost:1.7498 GB   
  68: ↑ 68 ↓ 21 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 20 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 19 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 18 , RAM cost:1.7091 GB   
  68: ↑ 68 ↓ 17 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓ 16 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓ 15 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓ 14 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓ 13 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓ 12 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓ 11 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓ 10 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓  9 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓  8 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓  7 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓  6 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓  5 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓  4 , RAM cost:1.7093 GB   
  68: ↑ 68 ↓  3 , RAM cost:1.7093 GB   slope: -0.08633, walltime: 39.550 sec, max_RAM_cost: 1.957 GB

Intial Slope = -0.08585
Starting svp pump_{95, 85, 17}

  68: ↑ 51   , RAM cost:1.8413 GB    
  68: ↑ 52   , RAM cost:1.8413 GB    
  68: ↑ 53   , RAM cost:1.8413 GB    
  68: ↑ 54   , RAM cost:1.8413 GB    
  68: ↑ 55   , RAM cost:1.8413 GB    
  68: ↑ 56   , RAM cost:1.8413 GB    
  68: ↑ 57   , RAM cost:1.8413 GB    
  68: ↑ 58   , RAM cost:1.8413 GB    
  68: ↑ 59   , RAM cost:1.8415 GB    
  68: ↑ 60   , RAM cost:1.8415 GB    
  68: ↑ 61   , RAM cost:1.8415 GB    
  68: ↑ 62   , RAM cost:1.8415 GB    
  68: ↑ 63   , RAM cost:1.8415 GB    
  68: ↑ 64   , RAM cost:1.8415 GB    
  68: ↑ 65   , RAM cost:1.9589 GB    
  68: ↑ 66   , RAM cost:1.9590 GB    
  68: ↑ 67   , RAM cost:1.9590 GB    
  68: ↑ 68   , RAM cost:1.9591 GB    
  68: ↑ 68 ↓ 67 , RAM cost:1.9591 GB   
  68: ↑ 68 ↓ 66 , RAM cost:1.9591 GB   
  68: ↑ 68 ↓ 65 , RAM cost:1.9591 GB   
  68: ↑ 68 ↓ 64 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 63 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 62 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 61 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 60 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 59 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 58 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 57 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 56 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 55 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 54 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 53 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 52 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 51 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 50 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 49 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 48 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 47 , RAM cost:1.8364 GB   
  68: ↑ 68 ↓ 46 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 45 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 44 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 43 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 42 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 41 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 40 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 39 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 38 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 37 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 36 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 35 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 34 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 33 , RAM cost:1.8365 GB   
  68: ↑ 68 ↓ 32 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 31 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 30 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 29 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 28 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 27 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 26 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 25 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 24 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 23 , RAM cost:1.7113 GB   
  68: ↑ 68 ↓ 22 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 21 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 20 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 19 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 18 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 17 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 16 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 15 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 14 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 13 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 12 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 11 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓ 10 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓  9 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓  8 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓  7 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓  6 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓  5 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓  4 , RAM cost:1.7114 GB   
  68: ↑ 68 ↓  3 , RAM cost:1.7114 GB   slope: -0.08394, walltime: 37.765 sec, max_RAM_cost: 1.959 GB

Intial Slope = -0.08721
Starting svp pump_{90, 90, 18}

  72: ↑ 51   , RAM cost:1.8469 GB    
  72: ↑ 52   , RAM cost:1.8469 GB    
  72: ↑ 53   , RAM cost:1.8469 GB    
  72: ↑ 54   , RAM cost:1.8469 GB    
  72: ↑ 55   , RAM cost:1.8469 GB    
  72: ↑ 56   , RAM cost:1.8469 GB    
  72: ↑ 57   , RAM cost:1.8469 GB    
  72: ↑ 58   , RAM cost:1.8474 GB    
  72: ↑ 59   , RAM cost:1.8481 GB    
  72: ↑ 60   , RAM cost:1.8489 GB    
  72: ↑ 61   , RAM cost:1.8497 GB    
  72: ↑ 62   , RAM cost:1.8506 GB    
  72: ↑ 63   , RAM cost:1.8516 GB    
  72: ↑ 64   , RAM cost:1.8527 GB    
  72: ↑ 65   , RAM cost:1.9736 GB    
  72: ↑ 66   , RAM cost:1.9756 GB    
  72: ↑ 67   , RAM cost:1.9774 GB    
  72: ↑ 68   , RAM cost:1.9796 GB    
  72: ↑ 69   , RAM cost:1.9821 GB    
  72: ↑ 70   , RAM cost:1.9850 GB    
  72: ↑ 71   , RAM cost:2.0090 GB    
  72: ↑ 72   , RAM cost:2.0136 GB    
  72: ↑ 72 ↓ 71 , RAM cost:2.0193 GB   
  72: ↑ 72 ↓ 70 , RAM cost:2.0194 GB   
  72: ↑ 72 ↓ 69 , RAM cost:2.0194 GB   
  72: ↑ 72 ↓ 68 , RAM cost:2.0194 GB   
  72: ↑ 72 ↓ 67 , RAM cost:2.0194 GB   
  72: ↑ 72 ↓ 66 , RAM cost:2.0194 GB   
  72: ↑ 72 ↓ 65 , RAM cost:2.0199 GB   
  72: ↑ 72 ↓ 64 , RAM cost:1.8949 GB   
  72: ↑ 72 ↓ 63 , RAM cost:1.8949 GB   
  72: ↑ 72 ↓ 62 , RAM cost:1.8949 GB   
  72: ↑ 72 ↓ 61 , RAM cost:1.8949 GB   
  72: ↑ 72 ↓ 60 , RAM cost:1.8949 GB   
  72: ↑ 72 ↓ 59 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 58 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 57 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 56 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 55 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 54 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 53 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 52 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 51 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 50 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 49 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 48 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 47 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 46 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 45 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 44 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 43 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 42 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 41 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 40 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 39 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 38 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 37 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 36 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 35 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 34 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 33 , RAM cost:1.8950 GB   
  72: ↑ 72 ↓ 32 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 31 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 30 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 29 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 28 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 27 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 26 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 25 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 24 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 23 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 22 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 21 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 20 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 19 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 18 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 17 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 16 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 15 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 14 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 13 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 12 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 11 , RAM cost:1.7699 GB   
  72: ↑ 72 ↓ 10 , RAM cost:1.7701 GB   
  72: ↑ 72 ↓  9 , RAM cost:1.7701 GB   
  72: ↑ 72 ↓  8 , RAM cost:1.7701 GB   
  72: ↑ 72 ↓  7 , RAM cost:1.7701 GB   
  72: ↑ 72 ↓  6 , RAM cost:1.7701 GB   
  72: ↑ 72 ↓  5 , RAM cost:1.7701 GB   
  72: ↑ 72 ↓  4 , RAM cost:1.7701 GB   
  72: ↑ 72 ↓  3 , RAM cost:1.7701 GB   slope: -0.08442, walltime: 51.610 sec, max_RAM_cost: 2.020 GB

Intial Slope = -0.08539
Starting svp pump_{90, 90, 18}

  72: ↑ 51   , RAM cost:1.8790 GB    
  72: ↑ 52   , RAM cost:1.8790 GB    
  72: ↑ 53   , RAM cost:1.8790 GB    
  72: ↑ 54   , RAM cost:1.8790 GB    
  72: ↑ 55   , RAM cost:1.8790 GB    
  72: ↑ 56   , RAM cost:1.8790 GB    
  72: ↑ 57   , RAM cost:1.8790 GB    
  72: ↑ 58   , RAM cost:1.8790 GB    
  72: ↑ 59   , RAM cost:1.8790 GB    
  72: ↑ 60   , RAM cost:1.8790 GB    
  72: ↑ 61   , RAM cost:1.8790 GB    
  72: ↑ 62   , RAM cost:1.8790 GB    
  72: ↑ 63   , RAM cost:1.8790 GB    
  72: ↑ 64   , RAM cost:1.8790 GB    
  72: ↑ 65   , RAM cost:1.9964 GB    
  72: ↑ 66   , RAM cost:1.9967 GB    
  72: ↑ 67   , RAM cost:1.9967 GB    
  72: ↑ 68   , RAM cost:1.9967 GB    
  72: ↑ 69   , RAM cost:1.9967 GB    
  72: ↑ 70   , RAM cost:1.9967 GB    
  72: ↑ 71   , RAM cost:2.0030 GB    
  72: ↑ 72   , RAM cost:2.0035 GB    
  72: ↑ 72 ↓ 71 , RAM cost:2.0041 GB   
  72: ↑ 72 ↓ 70 , RAM cost:2.0041 GB   
  72: ↑ 72 ↓ 69 , RAM cost:2.0041 GB   
  72: ↑ 72 ↓ 68 , RAM cost:2.0041 GB   
  72: ↑ 72 ↓ 67 , RAM cost:2.0041 GB   
  72: ↑ 72 ↓ 66 , RAM cost:2.0041 GB   
  72: ↑ 72 ↓ 65 , RAM cost:2.0041 GB   
  72: ↑ 72 ↓ 64 , RAM cost:1.8794 GB   
  72: ↑ 72 ↓ 63 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 62 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 61 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 60 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 59 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 58 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 57 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 56 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 55 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 54 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 53 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 52 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 51 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 50 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 49 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 48 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 47 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 46 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 45 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 44 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 43 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 42 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 41 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 40 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 39 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 38 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 37 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 36 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 35 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 34 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 33 , RAM cost:1.8795 GB   
  72: ↑ 72 ↓ 32 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 31 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 30 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 29 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 28 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 27 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 26 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 25 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 24 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 23 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 22 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 21 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 20 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 19 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 18 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 17 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 16 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 15 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 14 , RAM cost:1.7542 GB   
  72: ↑ 72 ↓ 13 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓ 12 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓ 11 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓ 10 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓  9 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓  8 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓  7 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓  6 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓  5 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓  4 , RAM cost:1.7543 GB   
  72: ↑ 72 ↓  3 , RAM cost:1.7543 GB   slope: -0.08295, walltime: 47.690 sec, max_RAM_cost: 2.004 GB

Intial Slope = -0.08821
Starting svp pump_{85, 95, 18}

  77: ↑ 51   , RAM cost:1.8896 GB    
  77: ↑ 52   , RAM cost:1.8896 GB    
  77: ↑ 53   , RAM cost:1.8896 GB    
  77: ↑ 54   , RAM cost:1.8896 GB    
  77: ↑ 55   , RAM cost:1.8896 GB    
  77: ↑ 56   , RAM cost:1.8896 GB    
  77: ↑ 57   , RAM cost:1.8896 GB    
  77: ↑ 58   , RAM cost:1.8899 GB    
  77: ↑ 59   , RAM cost:1.8907 GB    
  77: ↑ 60   , RAM cost:1.8912 GB    
  77: ↑ 61   , RAM cost:1.8922 GB    
  77: ↑ 62   , RAM cost:1.8929 GB    
  77: ↑ 63   , RAM cost:1.8939 GB    
  77: ↑ 64   , RAM cost:1.8952 GB    
  77: ↑ 65   , RAM cost:2.0142 GB    
  77: ↑ 66   , RAM cost:2.0159 GB    
  77: ↑ 67   , RAM cost:2.0178 GB    
  77: ↑ 68   , RAM cost:2.0199 GB    
  77: ↑ 69   , RAM cost:2.0225 GB    
  77: ↑ 70   , RAM cost:2.0253 GB    
  77: ↑ 71   , RAM cost:2.0309 GB    
  77: ↑ 72   , RAM cost:2.0347 GB    
  77: ↑ 73   , RAM cost:2.0391 GB    
  77: ↑ 74   , RAM cost:2.0442 GB    
  77: ↑ 75   , RAM cost:2.0505 GB    
  77: ↑ 76   , RAM cost:2.0578 GB    
  77: ↑ 77   , RAM cost:2.0659 GB    
  77: ↑ 77 ↓ 76 , RAM cost:2.0763 GB   
  77: ↑ 77 ↓ 75 , RAM cost:2.0763 GB   
  77: ↑ 77 ↓ 74 , RAM cost:2.0763 GB   
  77: ↑ 77 ↓ 73 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 72 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 71 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 70 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 69 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 68 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 67 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 66 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 65 , RAM cost:2.0781 GB   
  77: ↑ 77 ↓ 64 , RAM cost:1.9528 GB   
  77: ↑ 77 ↓ 63 , RAM cost:1.9528 GB   
  77: ↑ 77 ↓ 62 , RAM cost:1.9528 GB   
  77: ↑ 77 ↓ 61 , RAM cost:1.9528 GB   
  77: ↑ 77 ↓ 60 , RAM cost:1.9528 GB   
  77: ↑ 77 ↓ 59 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 58 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 57 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 56 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 55 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 54 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 53 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 52 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 51 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 50 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 49 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 48 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 47 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 46 , RAM cost:1.9529 GB   
  77: ↑ 77 ↓ 45 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 44 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 43 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 42 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 41 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 40 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 39 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 38 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 37 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 36 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 35 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 34 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 33 , RAM cost:1.9532 GB   
  77: ↑ 77 ↓ 32 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 31 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 30 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 29 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 28 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 27 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 26 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 25 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 24 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 23 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 22 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 21 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 20 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 19 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 18 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 17 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 16 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 15 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 14 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 13 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 12 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 11 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓ 10 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓  9 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓  8 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓  7 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓  6 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓  5 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓  4 , RAM cost:1.8280 GB   
  77: ↑ 77 ↓  3 , RAM cost:1.8280 GB   slope: -0.08505, walltime: 57.616 sec, max_RAM_cost: 2.078 GB

Intial Slope = -0.08678
Starting svp pump_{85, 95, 18}

  77: ↑ 51   , RAM cost:1.8654 GB    
  77: ↑ 52   , RAM cost:1.8654 GB    
  77: ↑ 53   , RAM cost:1.8654 GB    
  77: ↑ 54   , RAM cost:1.8654 GB    
  77: ↑ 55   , RAM cost:1.8654 GB    
  77: ↑ 56   , RAM cost:1.8654 GB    
  77: ↑ 57   , RAM cost:1.8654 GB    
  77: ↑ 58   , RAM cost:1.8659 GB    
  77: ↑ 59   , RAM cost:1.8664 GB    
  77: ↑ 60   , RAM cost:1.8671 GB    
  77: ↑ 61   , RAM cost:1.8679 GB    
  77: ↑ 62   , RAM cost:1.8689 GB    
  77: ↑ 63   , RAM cost:1.8699 GB    
  77: ↑ 64   , RAM cost:1.8711 GB    
  77: ↑ 65   , RAM cost:1.9903 GB    
  77: ↑ 66   , RAM cost:1.9921 GB    
  77: ↑ 67   , RAM cost:1.9939 GB    
  77: ↑ 68   , RAM cost:1.9959 GB    
  77: ↑ 69   , RAM cost:1.9984 GB    
  77: ↑ 70   , RAM cost:2.0014 GB    
  77: ↑ 71   , RAM cost:2.0085 GB    
  77: ↑ 72   , RAM cost:2.0121 GB    
  77: ↑ 73   , RAM cost:2.0168 GB    
  77: ↑ 74   , RAM cost:2.0223 GB    
  77: ↑ 75   , RAM cost:2.0282 GB    
  77: ↑ 76   , RAM cost:2.0351 GB    
  77: ↑ 77   , RAM cost:2.0430 GB    
  77: ↑ 77 ↓ 76 , RAM cost:2.0524 GB   
  77: ↑ 77 ↓ 75 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 74 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 73 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 72 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 71 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 70 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 69 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 68 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 67 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 66 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 65 , RAM cost:2.0530 GB   
  77: ↑ 77 ↓ 64 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 63 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 62 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 61 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 60 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 59 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 58 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 57 , RAM cost:1.9280 GB   
  77: ↑ 77 ↓ 56 , RAM cost:1.9280 GB   
