Test6. Start Pump Simulator Test 
Intial Slope = -0.08682
Starting svp pump_{130, 50, 5}
  45: ↑ 45   , RAM cost:1.7435 GB    
  99: ↑ 55   , RAM cost:2.0411 GB    
  99: ↑ 56   , RAM cost:2.0411 GB    
  99: ↑ 57   , RAM cost:2.0411 GB    
  99: ↑ 58   , RAM cost:2.0417 GB    
  99: ↑ 59   , RAM cost:2.0422 GB    
  99: ↑ 60   , RAM cost:2.0429 GB    
  99: ↑ 61   , RAM cost:2.0437 GB    
  99: ↑ 62   , RAM cost:2.0447 GB    
  99: ↑ 63   , RAM cost:2.0460 GB    
  99: ↑ 64   , RAM cost:2.0472 GB    
  99: ↑ 65   , RAM cost:2.1664 GB    
  99: ↑ 66   , RAM cost:2.1682 GB    
  99: ↑ 67   , RAM cost:2.1702 GB    
  99: ↑ 68   , RAM cost:2.1727 GB    
  99: ↑ 69   , RAM cost:2.1755 GB    
  99: ↑ 70   , RAM cost:2.1785 GB    
  99: ↑ 71   , RAM cost:2.1827 GB    
  99: ↑ 72   , RAM cost:2.1867 GB    
  99: ↑ 73   , RAM cost:2.1917 GB    
  99: ↑ 74   , RAM cost:2.1973 GB    
  99: ↑ 75   , RAM cost:2.2035 GB    
  99: ↑ 76   , RAM cost:2.2111 GB    
  99: ↑ 77   , RAM cost:2.2197 GB    
  99: ↑ 78   , RAM cost:2.2295 GB    
  99: ↑ 79   , RAM cost:2.2411 GB    
  99: ↑ 80   , RAM cost:2.2541 GB    
  99: ↑ 81   , RAM cost:2.2695 GB    
  99: ↑ 82   , RAM cost:2.2869 GB    
  99: ↑ 83   , RAM cost:2.3073 GB    
  99: ↑ 84   , RAM cost:2.3307 GB    
  99: ↑ 85   , RAM cost:2.3580 GB    
  99: ↑ 86   , RAM cost:2.3893 GB    
  99: ↑ 87   , RAM cost:2.4255 GB    
  99: ↑ 88   , RAM cost:2.4672 GB    
  99: ↑ 89   , RAM cost:2.5157 GB    
  99: ↑ 90   , RAM cost:2.5740 GB    
  99: ↑ 91   , RAM cost:2.6384 GB    
  99: ↑ 92   , RAM cost:2.7131 GB    
  99: ↑ 93   , RAM cost:2.8128 GB    
  99: ↑ 94   , RAM cost:2.9123 GB    
  99: ↑ 95   , RAM cost:2.9705 GB    
  99: ↑ 96   , RAM cost:3.1316 GB    
  99: ↑ 97   , RAM cost:3.4157 GB    
  99: ↑ 98   , RAM cost:3.6072 GB    
  99: ↑ 99   , RAM cost:3.8244 GB    
  99: ↑ 99 ↓ 98 , RAM cost:4.0882 GB   
  99: ↑ 99 ↓ 97 , RAM cost:4.0882 GB   
  99: ↑ 99 ↓ 96 , RAM cost:3.9664 GB   
  99: ↑ 99 ↓ 95 , RAM cost:3.9664 GB   
  99: ↑ 99 ↓ 94 , RAM cost:3.9664 GB   
  99: ↑ 99 ↓ 93 , RAM cost:3.9664 GB   
  99: ↑ 99 ↓ 92 , RAM cost:3.9664 GB   
  99: ↑ 99 ↓ 91 , RAM cost:3.9664 GB   
  99: ↑ 99 ↓ 90 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 89 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 88 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 87 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 86 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 85 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 84 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 83 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 82 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 81 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 80 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 79 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 78 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 77 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 76 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 75 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 74 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 73 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 72 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 71 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 70 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 69 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 68 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 67 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 66 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 65 , RAM cost:3.9805 GB   
  99: ↑ 99 ↓ 64 , RAM cost:3.8553 GB   
  99: ↑ 99 ↓ 63 , RAM cost:3.8553 GB   
  99: ↑ 99 ↓ 62 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 61 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 60 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 59 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 58 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 57 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 56 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 55 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 54 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 53 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 52 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 51 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 50 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 49 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 48 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 47 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 46 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 45 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 44 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 43 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 42 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 41 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 40 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 39 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 38 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 37 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 36 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 35 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 34 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 33 , RAM cost:3.8555 GB   
  99: ↑ 99 ↓ 32 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 31 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 30 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 29 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 28 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 27 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 26 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 25 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 24 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 23 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 22 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 21 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 20 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 19 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 18 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 17 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 16 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 15 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 14 , RAM cost:3.7302 GB   
  99: ↑ 99 ↓ 13 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓ 12 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓ 11 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓ 10 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓  9 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓  8 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓  7 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓  6 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓  5 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓  4 , RAM cost:3.7303 GB   
  99: ↑ 99 ↓  3 , RAM cost:3.7303 GB   slope: -0.07657, walltime: 304.413 sec, max_RAM_cost: 4.088 GB

Intial Slope = -0.08783
Starting svp pump_{70, 110, 11}

  99: ↑ 51   , RAM cost:2.1157 GB    
  99: ↑ 52   , RAM cost:2.1157 GB    
  99: ↑ 53   , RAM cost:2.1157 GB    
  99: ↑ 54   , RAM cost:2.1157 GB    
  99: ↑ 55   , RAM cost:2.1157 GB    
  99: ↑ 56   , RAM cost:2.1157 GB    
  99: ↑ 57   , RAM cost:2.1157 GB    
  99: ↑ 58   , RAM cost:2.1162 GB    
  99: ↑ 59   , RAM cost:2.1167 GB    
  99: ↑ 60   , RAM cost:2.1175 GB    
  99: ↑ 61   , RAM cost:2.1185 GB    
  99: ↑ 62   , RAM cost:2.1195 GB    
  99: ↑ 63   , RAM cost:2.1206 GB    
  99: ↑ 64   , RAM cost:2.1221 GB    
  99: ↑ 65   , RAM cost:2.2413 GB    
  99: ↑ 66   , RAM cost:2.2430 GB    
  99: ↑ 67   , RAM cost:2.2449 GB    
  99: ↑ 68   , RAM cost:2.2474 GB    
  99: ↑ 69   , RAM cost:2.2499 GB    
  99: ↑ 70   , RAM cost:2.2532 GB    
  99: ↑ 71   , RAM cost:2.2572 GB    
  99: ↑ 72   , RAM cost:2.2615 GB    
  99: ↑ 73   , RAM cost:2.2663 GB    
  99: ↑ 74   , RAM cost:2.2718 GB    
  99: ↑ 75   , RAM cost:2.2784 GB    
  99: ↑ 76   , RAM cost:2.2857 GB    
  99: ↑ 77   , RAM cost:2.2942 GB    
  99: ↑ 78   , RAM cost:2.3043 GB    
  99: ↑ 79   , RAM cost:2.3156 GB    
  99: ↑ 80   , RAM cost:2.3287 GB    
  99: ↑ 81   , RAM cost:2.3441 GB    
  99: ↑ 82   , RAM cost:2.3617 GB    
  99: ↑ 83   , RAM cost:2.3821 GB    
  99: ↑ 84   , RAM cost:2.4055 GB    
  99: ↑ 85   , RAM cost:2.4327 GB    
  99: ↑ 86   , RAM cost:2.4638 GB    
  99: ↑ 87   , RAM cost:2.5001 GB    
  99: ↑ 88   , RAM cost:2.5419 GB    
  99: ↑ 89   , RAM cost:2.5900 GB    
  99: ↑ 90   , RAM cost:2.6457 GB    
  99: ↑ 91   , RAM cost:2.7098 GB    
  99: ↑ 92   , RAM cost:2.7841 GB    
  99: ↑ 93   , RAM cost:2.8812 GB    
  99: ↑ 94   , RAM cost:2.9802 GB    
  99: ↑ 95   , RAM cost:3.0384 GB    
  99: ↑ 96   , RAM cost:3.1991 GB    
  99: ↑ 97   , RAM cost:3.4788 GB    
  99: ↑ 98   , RAM cost:3.6585 GB    
  99: ↑ 99   , RAM cost:3.8645 GB    
  99: ↑ 99 ↓ 98 , RAM cost:4.1166 GB   
  99: ↑ 99 ↓ 97 , RAM cost:4.1166 GB   
  99: ↑ 99 ↓ 96 , RAM cost:3.9915 GB   
  99: ↑ 99 ↓ 95 , RAM cost:3.9916 GB   
  99: ↑ 99 ↓ 94 , RAM cost:3.9916 GB   
  99: ↑ 99 ↓ 93 , RAM cost:3.9916 GB   
  99: ↑ 99 ↓ 92 , RAM cost:3.9916 GB   
  99: ↑ 99 ↓ 91 , RAM cost:3.9916 GB   
  99: ↑ 99 ↓ 90 , RAM cost:4.0055 GB   
  99: ↑ 99 ↓ 89 , RAM cost:4.0055 GB   
  99: ↑ 99 ↓ 88 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 87 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 86 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 85 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 84 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 83 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 82 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 81 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 80 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 79 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 78 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 77 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 76 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 75 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 74 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 73 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 72 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 71 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 70 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 69 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 68 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 67 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 66 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 65 , RAM cost:4.0057 GB   
  99: ↑ 99 ↓ 64 , RAM cost:3.8805 GB   
  99: ↑ 99 ↓ 63 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 62 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 61 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 60 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 59 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 58 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 57 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 56 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 55 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 54 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 53 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 52 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 51 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 50 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 49 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 48 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 47 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 46 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 45 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 44 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 43 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 42 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 41 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 40 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 39 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 38 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 37 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 36 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 35 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 34 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 33 , RAM cost:3.8807 GB   
  99: ↑ 99 ↓ 32 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 31 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 30 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 29 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 28 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 27 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 26 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 25 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 24 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 23 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 22 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 21 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 20 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 19 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 18 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 17 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 16 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 15 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 14 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 13 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 12 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 11 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓ 10 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓  9 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓  8 , RAM cost:3.7553 GB   
  99: ↑ 99 ↓  7 , RAM cost:3.7555 GB   
  99: ↑ 99 ↓  6 , RAM cost:3.7555 GB   
  99: ↑ 99 ↓  5 , RAM cost:3.7555 GB   
  99: ↑ 99 ↓  4 , RAM cost:3.7555 GB   
  99: ↑ 99 ↓  3 , RAM cost:3.7555 GB   slope: -0.07972, walltime: 316.684 sec, max_RAM_cost: 4.117 GB

Intial Slope = -0.08706
Starting svp pump_{65, 115, 11}

 104: ↑ 51   , RAM cost:2.1411 GB    
 104: ↑ 52   , RAM cost:2.1411 GB    
 104: ↑ 53   , RAM cost:2.1411 GB    
 104: ↑ 54   , RAM cost:2.1411 GB    
 104: ↑ 55   , RAM cost:2.1411 GB    
 104: ↑ 56   , RAM cost:2.1411 GB    
 104: ↑ 57   , RAM cost:2.1411 GB    
 104: ↑ 58   , RAM cost:2.1416 GB    
 104: ↑ 59   , RAM cost:2.1421 GB    
 104: ↑ 60   , RAM cost:2.1429 GB    
 104: ↑ 61   , RAM cost:2.1438 GB    
 104: ↑ 62   , RAM cost:2.1448 GB    
 104: ↑ 63   , RAM cost:2.1458 GB    
 104: ↑ 64   , RAM cost:2.1473 GB    
 104: ↑ 65   , RAM cost:2.2662 GB    
 104: ↑ 66   , RAM cost:2.2680 GB    
 104: ↑ 67   , RAM cost:2.2702 GB    
 104: ↑ 68   , RAM cost:2.2725 GB    
 104: ↑ 69   , RAM cost:2.2752 GB    
 104: ↑ 70   , RAM cost:2.2784 GB    
 104: ↑ 71   , RAM cost:2.2826 GB    
 104: ↑ 72   , RAM cost:2.2868 GB    
 104: ↑ 73   , RAM cost:2.2917 GB    
 104: ↑ 74   , RAM cost:2.2970 GB    
 104: ↑ 75   , RAM cost:2.3037 GB    
 104: ↑ 76   , RAM cost:2.3110 GB    
 104: ↑ 77   , RAM cost:2.3197 GB    
 104: ↑ 78   , RAM cost:2.3295 GB    
 104: ↑ 79   , RAM cost:2.3408 GB    
 104: ↑ 80   , RAM cost:2.3542 GB    
 104: ↑ 81   , RAM cost:2.3695 GB    
 104: ↑ 82   , RAM cost:2.3871 GB    
 104: ↑ 83   , RAM cost:2.4072 GB    
 104: ↑ 84   , RAM cost:2.4309 GB    
 104: ↑ 85   , RAM cost:2.4580 GB    
 104: ↑ 86   , RAM cost:2.4893 GB    
 104: ↑ 87   , RAM cost:2.5254 GB    
 104: ↑ 88   , RAM cost:2.5670 GB    
 104: ↑ 89   , RAM cost:2.6151 GB    
 104: ↑ 90   , RAM cost:2.6736 GB    
 104: ↑ 91   , RAM cost:2.7378 GB    
 104: ↑ 92   , RAM cost:2.8120 GB    
 104: ↑ 93   , RAM cost:2.9117 GB    
 104: ↑ 94   , RAM cost:3.0106 GB    
 104: ↑ 95   , RAM cost:3.0687 GB    
 104: ↑ 96   , RAM cost:3.2286 GB    
 104: ↑ 97   , RAM cost:3.5058 GB    
 104: ↑ 98   , RAM cost:3.6821 GB    
 104: ↑ 99   , RAM cost:3.8862 GB    
 104: ↑100   , RAM cost:4.1311 GB    
 104: ↑101   , RAM cost:4.4250 GB    
 104: ↑102   , RAM cost:4.7537 GB    
 104: ↑103   , RAM cost:5.1322 GB    
 104: ↑104   , RAM cost:5.5814 GB    
 104: ↑104 ↓103 , RAM cost:6.1728 GB   
 104: ↑104 ↓102 , RAM cost:6.1728 GB   
 104: ↑104 ↓101 , RAM cost:6.1728 GB   
 104: ↑104 ↓100 , RAM cost:6.1728 GB   
 104: ↑104 ↓ 99 , RAM cost:6.1728 GB   
 104: ↑104 ↓ 98 , RAM cost:6.1728 GB   
 104: ↑104 ↓ 97 , RAM cost:6.1728 GB   
 104: ↑104 ↓ 96 , RAM cost:6.0476 GB   
 104: ↑104 ↓ 95 , RAM cost:6.0478 GB   
 104: ↑104 ↓ 94 , RAM cost:6.0478 GB   
 104: ↑104 ↓ 93 , RAM cost:6.0478 GB   
 104: ↑104 ↓ 92 , RAM cost:6.0478 GB   
 104: ↑104 ↓ 91 , RAM cost:6.0478 GB   
 104: ↑104 ↓ 90 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 89 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 88 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 87 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 86 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 85 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 84 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 83 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 82 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 81 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 80 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 79 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 78 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 77 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 76 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 75 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 74 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 73 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 72 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 71 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 70 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 69 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 68 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 67 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 66 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 65 , RAM cost:6.0619 GB   
 104: ↑104 ↓ 64 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 63 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 62 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 61 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 60 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 59 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 58 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 57 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 56 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 55 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 54 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 53 , RAM cost:5.9366 GB   
 104: ↑104 ↓ 52 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 51 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 50 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 49 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 48 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 47 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 46 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 45 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 44 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 43 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 42 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 41 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 40 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 39 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 38 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 37 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 36 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 35 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 34 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 33 , RAM cost:5.9369 GB   
 104: ↑104 ↓ 32 , RAM cost:5.8115 GB   
 104: ↑104 ↓ 31 , RAM cost:5.8115 GB   
 104: ↑104 ↓ 30 , RAM cost:5.8115 GB   
 104: ↑104 ↓ 29 , RAM cost:5.8115 GB   
 104: ↑104 ↓ 28 , RAM cost:5.8115 GB   
 104: ↑104 ↓ 27 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 26 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 25 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 24 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 23 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 22 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 21 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 20 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 19 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 18 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 17 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 16 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 15 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 14 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 13 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 12 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 11 , RAM cost:5.8117 GB   
 104: ↑104 ↓ 10 , RAM cost:5.8117 GB   
 104: ↑104 ↓  9 , RAM cost:5.8117 GB   
 104: ↑104 ↓  8 , RAM cost:5.8117 GB   
 104: ↑104 ↓  7 , RAM cost:5.8117 GB   
 104: ↑104 ↓  6 , RAM cost:5.8117 GB   
 104: ↑104 ↓  5 , RAM cost:5.8117 GB   
 104: ↑104 ↓  4 , RAM cost:5.8117 GB   
 104: ↑104 ↓  3 , RAM cost:5.8117 GB   slope: -0.07777, walltime: 617.561 sec, max_RAM_cost: 6.173 GB

Intial Slope = -0.09018
Starting svp pump_{65, 115, 11}

 104: ↑ 51   , RAM cost:2.3546 GB    
 104: ↑ 52   , RAM cost:2.3546 GB    
 104: ↑ 53   , RAM cost:2.3546 GB    
 104: ↑ 54   , RAM cost:2.3546 GB    
 104: ↑ 55   , RAM cost:2.3546 GB    
 104: ↑ 56   , RAM cost:2.3546 GB    
 104: ↑ 57   , RAM cost:2.3546 GB    
 104: ↑ 58   , RAM cost:2.3551 GB    
 104: ↑ 59   , RAM cost:2.3559 GB    
 104: ↑ 60   , RAM cost:2.3566 GB    
 104: ↑ 61   , RAM cost:2.3574 GB    
 104: ↑ 62   , RAM cost:2.3584 GB    
 104: ↑ 63   , RAM cost:2.3596 GB    
 104: ↑ 64   , RAM cost:2.3609 GB    
 104: ↑ 65   , RAM cost:2.4801 GB    
 104: ↑ 66   , RAM cost:2.4819 GB    
 104: ↑ 67   , RAM cost:2.4839 GB    
